Case 1 - Low Confidence ( 2393 )
==================================================
HYPONYM(europe, cities)
HYPONYM(trucks, any_vehicle)
HYPONYM(hockey, other_sports)
HYPONYM(ljubljana, the_world)
HYPONYM(the_jabalya_refugee_camp, two_militant_positions)
HYPONYM(drug_trafficking, international_charges)
HYPONYM(account_numbers, information)
HYPONYM(poor_communication, other_inadequacies)
HYPONYM(eight_million_vaccinations_''no, city)
HYPONYM(vermont, 12_others)
HYPONYM(service_boxes, equipment)
HYPONYM(an_extended_stay, travel)
HYPONYM(point_state_park, downtown_locations)
HYPONYM(dr._perlmutter, amgen_executives)
HYPONYM(fort_riley, bases)
HYPONYM(44_military_personnel, another_69_people)
HYPONYM(hip-hop, american_genres)
HYPONYM(the_restaurant_laris, the_other_sites)
HYPONYM(the_expressions, certain_idiosyncrasies)
HYPONYM(jacques_fath, major_couture_houses)
HYPONYM(laptop_computers, wireless_devices)
HYPONYM(jewish_voters, specific_democratic_constituencies)
HYPONYM(churches, catholic_programs)
HYPONYM(assorted_cancers, illnesses)
HYPONYM(us_airways, troubled_airlines)
HYPONYM(a_biological_attack, large-scale_public_health_emergency)
HYPONYM(a_social_club, several_businesses)
HYPONYM(some_killings, kurds)
HYPONYM(the_head, two_executives)
HYPONYM(suites, recent_years)
HYPONYM(death_certificates, official_inventories)
HYPONYM(stops, seven_seasons)
HYPONYM(furniture, 250_objects)
HYPONYM(3com, various_manufacturers)
HYPONYM(a_34-point_rout, first_two_games)
HYPONYM(images, racial_stereotypes)
HYPONYM(''miss_chatelaine, own_songs)
HYPONYM(japan, nine_other_countries)
HYPONYM(graduations, public_events)
HYPONYM(the_finger_lakes, a_lake)
HYPONYM(6_children, 12_civilians)
HYPONYM(medicare_taxes, 25,600_involved_unpaid_payroll_taxes)
HYPONYM(jean-paul_gaultier, designers)
HYPONYM(the_turning_point, several_restaurants)
HYPONYM(a_leaf_mantis, curious_pets)
HYPONYM(the_grandmother, relatives)
HYPONYM(librarians, support_workers)
HYPONYM(two_house_painters, that_day)
HYPONYM(the_philadelphia_inquirer, papers)
HYPONYM(community_development_block_grants, federal_funds)
HYPONYM(height, physical_attributes)
HYPONYM(the_energy_drinks, players)
HYPONYM(the_hair, pieces)
HYPONYM(silk_farming, traditional_occupations)
HYPONYM(pine_cones, motifs)
HYPONYM(mr._norris, most_new_york_chiefs)
HYPONYM(democrat_james_h._maloney, an_aggressive_candidate)
HYPONYM(divx, audio_formats)
HYPONYM(criminal_smuggling, criminal_violations)
HYPONYM(richard_rodgers, the_great_american_songwriters)
HYPONYM(salvatore_vitale, four_mafia_turncoats)
HYPONYM(colorado, nine_states)
HYPONYM(the_brazilian_edition, the_group)
HYPONYM(academic_medical_centers, health-related_organizations)
HYPONYM(food, human_necessities)
HYPONYM(america_west, other_low-fare_players)
HYPONYM(michael_zwack, popular_culture)
HYPONYM(ceramic_glass, materials)
HYPONYM(families, military_observers)
HYPONYM(the_governor, the_preshow)
HYPONYM(stocks, financial_products)
HYPONYM(backhoes, heavy_construction_equipment)
HYPONYM(bill_murray, movie_stars)
HYPONYM(patti_smith, new_york_bands)
HYPONYM(unions, 1,400_other_groups)
HYPONYM(artisanal, the_list)
HYPONYM(benny_leonard, 13_world_champions)
HYPONYM(seton_hall_university_''the, america)
HYPONYM(the_internet, alternative_sources)
HYPONYM(the_editor, fans)
HYPONYM(documentaries, several_horowitz_films)
HYPONYM(orlando_cabrera, free_agents)
HYPONYM(wagner, everything)
HYPONYM(a_shopping_mall, several_projects)
HYPONYM(christina_aguilera, entertainers)
HYPONYM(the_hewlett_foundation, private_sources)
HYPONYM(da_capo, imprints)
HYPONYM(columbia_university, major_universities)
HYPONYM(the_elephant, the_tapestry)
HYPONYM(a_flotilla, 1,800_people)
HYPONYM(new_york_city, other_port_areas)
HYPONYM(best_picture, seven_oscars)
HYPONYM(blankets, bulky_items)
HYPONYM(lord_black, hollinger_directors)
HYPONYM(the_children, brooklyn)
HYPONYM(jack_mazzola, the_coffee_shop)
HYPONYM(beige_pumps, totems)
HYPONYM(the_bassist_boris_gardiner, that_occasion)
HYPONYM(the_united_states_commonwealth, various_governments)
HYPONYM(missile_command, 85_classic_atari_games)
HYPONYM(ross_greenburg, executives)
HYPONYM(shipping, a_pint)
HYPONYM(assault, 19_charges)
HYPONYM(a_lack, systemic_problems)
HYPONYM(henry_lewis, many_cousins)
HYPONYM(the_associated_press, the_information)
HYPONYM(online_payment_systems, new_technologies)
HYPONYM(seafood_paella, the_art-filled_dining_room)
HYPONYM(a_three-year_standoff, delays)
HYPONYM(two_landfills, land)
HYPONYM(the_u._s._congress, such_terrorism)
HYPONYM(north_carolina_farmers, interests)
HYPONYM(pennsylvania, several_states)
HYPONYM(speed_disk, a_drive)
HYPONYM(the_circus, the_year)
HYPONYM(the_entire_european_union, any_other_country)
HYPONYM(the_prosecutor, others)
HYPONYM(ribs, smaller_bones)
HYPONYM(the_american_psychological_association, professional_groups)
HYPONYM(human_rights_groups, independent_groups)
HYPONYM(prudential, many_dogged_suitors)
HYPONYM(the_pipeline, benefits)
HYPONYM(the_faith, institutions)
HYPONYM(teenage_mutant_ninja_turtles, figures)
HYPONYM(morgue_workers, corpses)
HYPONYM(cbs_news, news_media_organizations)
HYPONYM(100_artists, performers)
HYPONYM(''wanding, more_intensive_screening)
HYPONYM(the_group, several_hamas_members)
HYPONYM(eight_west_coast_games, saturday_evenings)
HYPONYM(intelligence-gathering_missions, 50_combat_support_sorties)
HYPONYM(11_attacks, government_agencies)
HYPONYM(bonds, financial_instruments)
HYPONYM(president_bush, western_leaders)
HYPONYM(the_tagliatelle, fabulous_jewish_food)
HYPONYM(the_videodisc, optical_disc_technology)
HYPONYM(paramedics, nearly_300_health_workers)
HYPONYM(evan, a_very_intense_year)
HYPONYM(the_trading_company_mitsubishi_corporation, companies)
HYPONYM(mr._mohammed, high-profile_qaeda_leaders)
HYPONYM(a_hand-held_organizer, device)
HYPONYM(the_cunningham_home, eight_houses)
HYPONYM(passenger_service_agents, workers)
HYPONYM(communists, left-leaning_liberals)
HYPONYM(a_ban, a_respectable_record)
HYPONYM(telerevista, spanish-language_publications)
HYPONYM(a_half_dozen_restaurants, amsterdam)
HYPONYM(back_office_technology, the_integration)
HYPONYM(web_portals, american_companies)
HYPONYM(injuries, recent_years)
HYPONYM(senator_joseph_i._lieberman, the_ballot)
HYPONYM(ground-based_radio_beacons, guideposts)
HYPONYM(a_2004_new_jersey_state_council, several_awards)
HYPONYM(project_management, software_tools)
HYPONYM(terrific_choucroute, dishes)
HYPONYM(customer_databases, innovations)
HYPONYM(the_personal_trainer, the_bay_area_laboratory_co-operative)
HYPONYM(mr._clinton, mr._clinton)
HYPONYM(party_loyalty, a_thing)
HYPONYM(dylan_mcdermott, customers)
HYPONYM(new_york, 30_cities)
HYPONYM(more_precise_rack-and-pinion_steering, the_coupe)
HYPONYM(ralph_lalama, jazz-club_scene)
HYPONYM(smart_cards, some_possible_alternatives)
HYPONYM(a_ph._d._''i, degrees)
HYPONYM(the_lawyer_barry_slotnick, some_powerful_friends)
HYPONYM(eve_ingalls, new_jersey_sculptors)
HYPONYM(charles_trenet, composers)
HYPONYM(the_israeli_government, all_sides)
HYPONYM(arms_control, security-related_issues)
HYPONYM(those_working, vulnerable_iraqis)
HYPONYM(leaders, more_people)
HYPONYM(an_accident, the_killing)
HYPONYM(boston, 23_markets)
HYPONYM(a_restaurant, new_commercial_space)
HYPONYM(mrs._rell, officials)
HYPONYM(chimpanzees, primate_species)
HYPONYM(the_sea-doo, such_craft)
HYPONYM(the_co-founder, marquee_investors)
HYPONYM(domestic_work, service_jobs)
HYPONYM(calypso, world_music)
HYPONYM(a_two-for-one_subscription_offer, incentives)
HYPONYM(such_powerhouses, 16_major_orchestras)
HYPONYM(the_brown_family, traders)
HYPONYM(the_''geographic_tongue, tongues)
HYPONYM(defense_secretary_donald_rumsfeld, pentagon_officials)
HYPONYM(front-desk_clerk, jobs)
HYPONYM(mary_berner, job)
HYPONYM(zhou_enlai, revolutionary_leaders)
HYPONYM(texaco, companies)
HYPONYM(poland, far-flung_locales)
HYPONYM(the_oscars, movie_awards)
HYPONYM(richard_c._reid, many_young_muslims)
HYPONYM(nine_women, mostly_unknown_practitioners)
HYPONYM(a_possible_role, spots)
HYPONYM(architectural_woodcarving, skills)
HYPONYM(regal_cinemas, other_circuits)
HYPONYM(jon_stewart, cast_members)
HYPONYM(mr._barrett, top_executives)
HYPONYM(jeff_wilpon, several_team_executives)
HYPONYM(us_airways, major_assets)
HYPONYM(appraisers, settlement_service_providers)
HYPONYM(the_dominican_republic, the_last_five_years)
HYPONYM(citibank, financial_institutions)
HYPONYM(mr._pachachi, the_board)
HYPONYM(the_heritage_foundation, conservative_groups)
HYPONYM(old_carpets, garbage)
HYPONYM(fastsigns, many_companies)
HYPONYM(the_condo, subjects)
HYPONYM(democrats, 10_senators)
HYPONYM(metrocard_prices, fares)
HYPONYM(tax_evasion, criminal_misconduct)
HYPONYM(murphy_anderson, dc_artists)
HYPONYM(incentives, other_factors)
HYPONYM(peck, three_oscars)
HYPONYM(erica_muhl, composers)
HYPONYM(radioshack, four_public_companies)
HYPONYM(the_third_world, countries)
HYPONYM($255, assets)
HYPONYM(warner_music_group, major_music_companies)
HYPONYM(computer_viruses, security_breaches)
HYPONYM(mr._muqrin, the_militants)
HYPONYM(moore, 20th-century_luminaries)
HYPONYM(the_quarterback, the_backfield)
HYPONYM(bookkeeping, back-office_functions)
HYPONYM(hoaglands, mansion_builders)
HYPONYM(lt._gen._william_wallace, commanders)
HYPONYM(mossimo, stores)
HYPONYM(fritz_kreisler, violinistic_heroes)
HYPONYM(pharmacy_break-ins, the_country)
HYPONYM(the_exchange, financial_institutions)
HYPONYM(intel, technology_companies)
HYPONYM(aon, mr._spitzer)
HYPONYM(thomas_wilmer_dewing, good_friends)
HYPONYM(aon, other_big_brokers)
HYPONYM(steven_yuniver, jewish_immigrants)
HYPONYM(mr._byrd, senators)
HYPONYM(lovable_cats, animals)
HYPONYM(ms._dreeben, volunteers)
HYPONYM(ty_jones, an_ensemble_cast)
HYPONYM(great_neck_estates, seven_nassau_villages)
HYPONYM(next_month, experts)
HYPONYM(the_police, counselors)
HYPONYM(the_railroad, five_companies)
HYPONYM(confucianism, eastern_religions)
HYPONYM(heathrow, the_world)
HYPONYM(installation, $4,000)
HYPONYM(a_long_island_assemblyman, 9_primary)
HYPONYM(4-year-old_treia, animals)
HYPONYM(colon_cancer, any_illness)
HYPONYM(the_telecheck_division, four_companies)
HYPONYM(st._louis, 10_cities)
HYPONYM(treasury_securities, american_assets)
HYPONYM(citigroup, foreign_banks)
HYPONYM(securities_fraud, allegations)
HYPONYM(president_bush, high_administration_officials)
HYPONYM(brother, 8:30_p._m.)
HYPONYM(chief_executive, the_business_leaders)
HYPONYM(the_halabsa, powerful_families)
HYPONYM(the_berkshire_hathaway_chairman, business_leaders)
HYPONYM(something, american_farmers)
HYPONYM(on-screen, plasma_televisions)
HYPONYM(switzerland, resource-poor_countries)
HYPONYM(the_wishes, factors)
HYPONYM(sears, largest_employers)
HYPONYM(a_dozen, riders)
HYPONYM(the_ending, life)
HYPONYM(senior_vice_presidents, entire_former_management_team)
HYPONYM(specific_segments, additional_security_training)
HYPONYM(the_creation, shares_intelligence)
HYPONYM(the_modern_olympics, scholars)
HYPONYM(roxbury, nearby_towns)
HYPONYM(mr._ueberroth, new_york_boosters)
HYPONYM(mr._kean, proponents)
HYPONYM(father, dead_characters)
HYPONYM(such_unusual_additions, the_broad_map)
HYPONYM(such_assurances, investors)
HYPONYM(''the_sopranos, series)
HYPONYM(the_available_cash, resources)
HYPONYM(the_spy_agencies, all_intelligence_gathering)
HYPONYM(mainly_latino, a_talent_agency)
HYPONYM(the_president, anything)
HYPONYM(up-to-date_rehearsal_spaces, facilities)
HYPONYM(the_four_members, the_complicated_arrangements)
HYPONYM(country_manor, five_different_styles)
HYPONYM(former_vice_president_al_gore, the_democratic_establishment)
HYPONYM(book_''james, apes)
HYPONYM(a_proposal, tax_cuts)
HYPONYM(gentlemen, smart_clothes)
HYPONYM(marble_fireplaces, historical_details)
HYPONYM(bribery, criminal_misconduct)
HYPONYM(the_equipment_maker_mitsubishi_heavy_industries, the_mitsubishi_group)
HYPONYM(a_$2.50_literary, iowa)
HYPONYM(the_state_liquor_authority, licensing_agencies)
HYPONYM(mr._chapman, telecom_analysts)
HYPONYM(people, the_not-mighty)
HYPONYM(lynx, many_large_mammals)
HYPONYM(zarqawi, committed_terrorists)
HYPONYM(robert_rauschenberg, artists)
HYPONYM(cabernet_sauvignon, bordeaux_varieties)
HYPONYM(air_conditioners, appliances)
HYPONYM(an_ipod, portable_music_player)
HYPONYM(tina_brown, the_publishing_world)
HYPONYM(constituents, small_family_farmers)
HYPONYM(london, expensive_setting)
HYPONYM(a_letter, office)
HYPONYM(a_vegetarian_option, six_entrees)
HYPONYM(the_peconic_land_trust, private_conservation_organizations)
HYPONYM(espn, disney_channels)
HYPONYM(the_dormant_shipyards, manufacturing_areas)
HYPONYM(the_major_organization, critics)
HYPONYM(a_dozen, professional_sports_leagues)
HYPONYM(sister_leocardia_tibaikaho, the_tanzanians)
HYPONYM(trading_pollution_credits, standards)
HYPONYM(karen_hand-woven_sarongs, hill-tribe_handicrafts)
HYPONYM(ogunquit_beach, natural_formations)
HYPONYM(the_widespread_belief, rates)
HYPONYM(a_longstanding_conflict, problems)
HYPONYM(the_terrorist_group, analysts)
HYPONYM(dr._allawi, many_former_baath_party_officials)
HYPONYM(heavy_siltation, natural_factors)
HYPONYM(bulgaria, about_30_nations)
HYPONYM(mark_fischer, the_best_vermont_cheese_makers)
HYPONYM(a_''crossing, tongue-in-cheek_approach)
HYPONYM(mci, competitors)
HYPONYM(mr._bloomberg, leaders)
HYPONYM(ribstons, high-flavored_''uncommon_apples)
HYPONYM(gym, a_night)
HYPONYM(a_social_worker, friday)
HYPONYM(staplers, taxpayer_files)
HYPONYM(the_collapse, recent_middle_east_events)
HYPONYM(the_greater_movement, several_reasons)
HYPONYM(the_execution, effect)
HYPONYM(impairment, that_accompanying_''serious_physical_injury)
HYPONYM(cable_channels, many_sources)
HYPONYM(bycicles, items)
HYPONYM(financial_services_companies, groups)
HYPONYM(the_grand_2,257-seat_overture_hall, seven_performance_spaces)
HYPONYM(the_arrest, the_world)
HYPONYM(food, costs_$475)
HYPONYM(lucas, four_defenders)
HYPONYM(vice_president_dick_cheney, important_white_house_officials)
HYPONYM(humanity, earthly_creatures)
HYPONYM(the_leadership, some_gay_rights_activists)
HYPONYM(hermès, higher-priced_goods)
HYPONYM(major_european_allies, many_council_members)
HYPONYM(the_police, security_agencies)
HYPONYM(new_york, 44_other_states)
HYPONYM(leipzig, eastern_cities)
HYPONYM(food, many_props)
HYPONYM(the_treadle_pump, projects)
HYPONYM(rhubarb_root, tea)
HYPONYM(toronto, some_teams)
HYPONYM(senegal, many_countries)
HYPONYM(entertainment_venues, places)
HYPONYM(ruppert, breweries)
HYPONYM(mill_basin, brooklyn_neighborhoods)
HYPONYM(advertising, mistaken_tactical_decisions)
HYPONYM(north_korea, rogue_states)
HYPONYM(the_vice_president, ''many_young_men)
HYPONYM(the_former_president, six_partners)
HYPONYM(najaf, other_places)
HYPONYM(big_east, numerous_conferences)
HYPONYM(www, several_internet_publishers)
HYPONYM(accommodations, $1,595)
HYPONYM(wagner, reluctant_democratic_leaders)
HYPONYM(the_columnist_robert_novak, conservative_voices)
HYPONYM(''tons, well-established_methodologies)
HYPONYM(potential_collisions, dangerous_situations)
HYPONYM(palestinians, two_palestinian_security_officials)
HYPONYM(brain_damage, crippling_injuries)
HYPONYM(hooks, small_products)
HYPONYM(receptionists, support_staff)
HYPONYM(leadership_support, disciplines)
HYPONYM(the_new_york_aquarium, zoological_parks)
HYPONYM(north_korea, potential_threats)
HYPONYM(cassettes, source_material)
HYPONYM(''the_alamo, the_film_division)
HYPONYM(new_cubicles, renovations)
HYPONYM(litchi, 16_flavors)
HYPONYM(apartment_towers, investment_projects)
HYPONYM(the_best_roadside, cheap_food)
HYPONYM(auto_schools, things)
HYPONYM(mountain_travel_sobek, tour_operators)
HYPONYM(allied_irish_bank, tenants)
HYPONYM(boeing, contractors)
HYPONYM(the_interests, the_public)
HYPONYM(sweater_type, categories)
HYPONYM(richard_artschwager, post-minimalist_artists)
HYPONYM(''malaga_port, the_works)
HYPONYM(the_secretary, other_top_officials)
HYPONYM(habitat, various_organizations)
HYPONYM(ankyloglossia, facial_problems)
HYPONYM(caps, fan-oriented_events)
HYPONYM(financial_planners, professionals)
HYPONYM(least_3,500_bus_shelters, structures)
HYPONYM(ionizers, low-odor)
HYPONYM(''the_controversy, several_books)
HYPONYM(the_governor, guard)
HYPONYM(lawyers, ferry_workers)
HYPONYM(embryonic_stem_cell_research, critics)
HYPONYM(office_buildings, business_opportunities)
HYPONYM(facial_recognition, border_control)
HYPONYM(four_sunday_dates, the_contract)
HYPONYM(brass_beds, victorian_touches)
HYPONYM($500, the_last_year)
HYPONYM(the_president, the_parcel_bombs)
HYPONYM(bobby_short, an_audience)
HYPONYM(the_governor, state_employees)
HYPONYM(4_children, 28_passengers)
HYPONYM(ibm, various_organizations)
HYPONYM(subways, rail_transport)
HYPONYM(the_deputy_secretary, mr._bush)
HYPONYM(clemson, division_i_college_programs)
HYPONYM(dr._goldstein, top_cuny_officials)
HYPONYM(medicaid_recipients, residents)
HYPONYM(floor_samples, noncustom_pieces)
HYPONYM(landmarks, the_city)
HYPONYM(foreign_engineers, technicians)
HYPONYM(verizon, others)
HYPONYM(mr._kushner, the_company)
HYPONYM(square_footage, details)
HYPONYM(gymnastics, individual_sports)
HYPONYM(8,500_pages, once-thriving_prostitution_business)
HYPONYM(a_large_welt, body)
HYPONYM(more_direct_intelligence, the_world)
HYPONYM(hilal, troublesome_tribal_leaders)
HYPONYM(high_school_admissions, topics)
HYPONYM(prof._mark_crispin_miller, interviews)
HYPONYM(legal_costs, clinical_negligence_claims)
HYPONYM(a_female_reporter, four_women)
HYPONYM(britons, european_travelers)
HYPONYM(the_golden_door, the_world)
HYPONYM(about_300_ships, commercial_vessels_move)
HYPONYM(23_percent_pay_cuts, reductions)
HYPONYM(cellphone_incidents, players)
HYPONYM(airline, third-party_travel_sites)
HYPONYM(the_armenian-americans, diaspora_visitors)
HYPONYM(pink_floyd, musicians)
HYPONYM(dale_earnhardt_jr., the_race_car_drivers)
HYPONYM(''the_travels, world_folklore)
HYPONYM(toxic_cocktails, problems)
HYPONYM(a_surprise_bunt, one-out_singles)
HYPONYM(''20,000_years, several_books)
HYPONYM(howard_johnson, brick-and-motor_travel_businesses)
HYPONYM(the_giants, this_year)
HYPONYM(custom-made_grills, the_restaurant)
HYPONYM(''confessions, films)
HYPONYM(the_museum, town)
HYPONYM(the_volume, risk_factors)
HYPONYM(islamic_metalwork, sources)
HYPONYM(j._mascis, other_bands)
HYPONYM(a_disney_director, other_directors)
HYPONYM(russia, the_program)
HYPONYM($90, medical_bills)
HYPONYM(bonn, nearby_cities)
HYPONYM(fluency, special_skills)
HYPONYM(a_pier, additions)
HYPONYM(mr._russell, analysts)
HYPONYM(a_research_tool, an_item)
HYPONYM(concept, suggested_criteria)
